state,county,Date,positive_pct,transmission_level,dose_1_pct,fully_pct,metro
North Dakota,Cass County,2022-03-11,3.09,moderate,69.1,59.8,Metro
Illinois,Crawford County,2022-03-11,1.89,moderate,56.5,50.8,Non-metro
Illinois,Tazewell County,2022-03-11,1.04,moderate,62.8,58.8,Metro
Indiana,Hancock County,2022-03-11,1.48,moderate,72.8,67.2,Metro
Illinois,Hancock County,2022-03-11,0.61,moderate,57.8,47.6,Non-metro
Wisconsin,Dunn County,2022-03-11,4.64,moderate,51.9,48.8,Non-metro
North Dakota,Ransom County,2022-03-11,0,low,66.8,58.7,Non-metro
Illinois,Christian County,2022-03-11,1.51,substantial,54,48.8,Non-metro
Minnesota,Pope County,2022-03-11,9.17,high,60.7,57,Non-metro
Illinois,Cook County,2022-03-11,0.83,substantial,81.4,71.8,Metro
Kansas,Pottawatomie County,2022-03-11,8.54,substantial,46.2,40.9,Metro
Minnesota,Lake County,2022-03-11,2.37,high,68.8,66.3,Non-metro
Michigan,Schoolcraft County,2022-03-11,0,moderate,56.1,55.4,Non-metro
Indiana,Wells County,2022-03-11,2.11,moderate,45.5,41.3,Metro
North Dakota,Slope County,2022-03-11,3.6294571536429,low,14.4,11.1,Non-metro
Kansas,Sedgwick County,2022-03-11,3.3,low,66.1,53.6,Metro
Minnesota,Koochiching County,2022-03-11,3.01,high,61.3,58.4,Non-metro
Indiana,Huntington County,2022-03-11,5.79,moderate,54.7,50,Non-metro
Ohio,Lorain County,2022-03-11,2.07,moderate,66.7,63.1,Metro
Missouri,Callaway County,2022-03-11,2.8,high,53.8,46.9,Metro
Indiana,Jefferson County,2022-03-11,5.69,moderate,61.1,55.4,Non-metro
Indiana,Henry County,2022-03-11,3.68,substantial,56.4,51.7,Non-metro
Kansas,Sumner County,2022-03-11,1.49,high,48.7,43.1,Metro
Missouri,Clark County,2022-03-11,0,substantial,36.8,30.8,Non-metro
North Dakota,Adams County,2022-03-11,2.27,high,56.1,48.3,Non-metro
Ohio,Morrow County,2022-03-11,7.21,moderate,43.2,41.3,Metro
Michigan,Benzie County,2022-03-11,4.07,moderate,66.2,62.7,Non-metro
Ohio,Lawrence County,2022-03-11,18.79,high,58.9,48.8,Metro
Illinois,Douglas County,2022-03-11,0,low,52.8,48.3,Non-metro
Ohio,Union County,2022-03-11,3.14,moderate,64.5,61.9,Metro
Minnesota,Clay County,2022-03-11,4.68,high,74.7,58.8,Metro
Illinois,Lake County,2022-03-11,1.56,substantial,88.6,77.2,Metro
South Dakota,Hand County,2022-03-11,0,low,54.6,48.5,Non-metro
Michigan,Roscommon County,2022-03-11,5.35,moderate,58.1,55.9,Non-metro
Minnesota,McLeod County,2022-03-11,4.26,high,61.6,57.6,Non-metro
Minnesota,Wright County,2022-03-11,2.37,high,57.5,54.5,Metro
Michigan,Luce County,2022-03-11,29.41,high,47.2,44.3,Non-metro
North Dakota,Griggs County,2022-03-11,0,low,51,46.1,Non-metro
Kansas,Wichita County,2022-03-11,3.6294571536429,low,53.9,51.1,Non-metro
Missouri,Morgan County,2022-03-11,2.1,moderate,42,36.5,Non-metro
Indiana,Ohio County,2022-03-11,0,low,82.1,74.9,Metro
Minnesota,Scott County,2022-03-11,2.7,high,73.7,69.1,Metro
Michigan,Manistee County,2022-03-11,5.31,moderate,61,59.6,Non-metro
Wisconsin,Monroe County,2022-03-11,2.67,substantial,59,53.7,Non-metro
North Dakota,Traill County,2022-03-11,5.88,moderate,61.2,53.6,Non-metro
Indiana,Pike County,2022-03-11,2.63,moderate,62.8,57.1,Non-metro
Kansas,Scott County,2022-03-11,3.23,moderate,52.3,47.7,Non-metro
Missouri,Maries County,2022-03-11,0,substantial,49.2,43.6,Non-metro
South Dakota,Hyde County,2022-03-11,3.6294571536429,substantial,64,53.8,Non-metro
Wisconsin,Vernon County,2022-03-11,3.01,substantial,57.8,54.9,Non-metro
Wisconsin,Juneau County,2022-03-11,1.91,moderate,57.6,53.1,Non-metro
Kansas,Riley County,2022-03-11,2.08,low,44.3,38.9,Metro
Missouri,Miller County,2022-03-11,4.28,moderate,37.8,33.2,Non-metro
Michigan,Antrim County,2022-03-11,7.51,moderate,61.1,57.8,Non-metro
Illinois,Sangamon County,2022-03-11,1.43,substantial,70.5,64.4,Metro
Illinois,Will County,2022-03-11,1.81,substantial,74.4,67.2,Metro
Illinois,Grundy County,2022-03-11,1.3,moderate,63.1,57.4,Metro
Missouri,Pulaski County,2022-03-11,3.03,low,61.5,50.4,Non-metro
Missouri,Benton County,2022-03-11,5.11,substantial,54.6,47.3,Non-metro
Wisconsin,Shawano County,2022-03-11,3.85,moderate,56.8,53.2,Non-metro
Nebraska,Deuel County,2022-03-11,3.6294571536429,NA,0,34.4,Non-metro
Minnesota,Mahnomen County,2022-03-11,9.23,high,66.8,58.6,Non-metro
Nebraska,Cherry County,2022-03-11,3.6294571536429,low,37.8,34.4,Non-metro
Michigan,Crawford County,2022-03-11,5.31,moderate,52.3,50.8,Non-metro
Kansas,Jackson County,2022-03-11,0.98,substantial,70.3,63.7,Metro
Illinois,Brown County,2022-03-11,0,moderate,59.9,53.1,Non-metro
South Dakota,Perkins County,2022-03-11,7.14,moderate,36.1,32.1,Non-metro
Illinois,Mason County,2022-03-11,1.18,moderate,56.6,53.5,Non-metro
Missouri,Boone County,2022-03-11,3.76,moderate,71.8,61.2,Metro
Missouri,Phelps County,2022-03-11,3.49,high,50.1,43.3,Non-metro
Indiana,Adams County,2022-03-11,3,moderate,36,32.7,Non-metro
Kansas,Shawnee County,2022-03-11,2.27,substantial,69.7,61,Metro
Kansas,Nemaha County,2022-03-11,4.41,moderate,57.7,53.9,Non-metro
Missouri,Pettis County,2022-03-11,2.23,substantial,48.9,42.3,Non-metro
Indiana,Dearborn County,2022-03-11,5.23,moderate,69.6,61,Metro
Ohio,Logan County,2022-03-11,5.6,moderate,44.5,42.5,Non-metro
Minnesota,Becker County,2022-03-11,3.58,high,59,53.8,Non-metro
Kansas,Lane County,2022-03-11,3.6294571536429,low,46.3,42.6,Non-metro
Illinois,Lawrence County,2022-03-11,0.79,low,47.1,40.6,Non-metro
Wisconsin,Douglas County,2022-03-11,4.34,substantial,56.1,43.6,Metro
North Dakota,Hettinger County,2022-03-11,0,low,44.8,39,Non-metro
Ohio,Sandusky County,2022-03-11,2.48,moderate,54.8,52.4,Non-metro
Missouri,Moniteau County,2022-03-11,3.23,moderate,39.8,35.6,Metro
Kansas,Kearny County,2022-03-11,7.14,substantial,61.5,53,Non-metro
Indiana,Martin County,2022-03-11,5.19,substantial,48.8,45,Non-metro
Minnesota,Itasca County,2022-03-11,4.33,high,60.1,56.2,Non-metro
Illinois,De Witt County,2022-03-11,0.15,moderate,56.3,52.6,Metro
Michigan,Alger County,2022-03-11,16.33,high,66.4,62,Non-metro
Wisconsin,Adams County,2022-03-11,2.32,substantial,60.9,56.4,Non-metro
Illinois,Cass County,2022-03-11,1.35,high,66.6,61.2,Non-metro
Missouri,Gasconade County,2022-03-11,6.18,substantial,55.7,50.4,Non-metro
Illinois,Marshall County,2022-03-11,1.07,high,61.4,56.8,Metro
Illinois,Knox County,2022-03-11,1.43,moderate,64.4,58.8,Non-metro
Ohio,Crawford County,2022-03-11,2.19,moderate,46.8,44.8,Non-metro
Illinois,Fulton County,2022-03-11,3.43,high,61.6,57.3,Non-metro
Minnesota,Carver County,2022-03-11,5.32,high,71.4,67,Metro
North Dakota,Steele County,2022-03-11,3.6294571536429,low,54.2,46.3,Non-metro
North Dakota,Sargent County,2022-03-11,3.7,low,64.8,58.2,Non-metro
Nebraska,Boone County,2022-03-11,3.6294571536429,low,0,48.8,Non-metro
Kansas,Wallace County,2022-03-11,3.6294571536429,low,38.9,37.2,Non-metro
Missouri,Atchison County,2022-03-11,21.43,high,64.5,55.7,Non-metro
Illinois,Cumberland County,2022-03-11,2.3,low,42.2,38.8,Non-metro
Illinois,Peoria County,2022-03-11,1.81,substantial,66.4,60.9,Metro
Indiana,Daviess County,2022-03-11,2.35,moderate,36,32.9,Non-metro
Ohio,Erie County,2022-03-11,3.14,moderate,62.3,58.8,Non-metro
Missouri,Saline County,2022-03-11,4.06,moderate,52.4,46.2,Non-metro
Missouri,Cooper County,2022-03-11,2.61,moderate,50.2,44.1,Non-metro
Kansas,Marion County,2022-03-11,0,moderate,55,48.7,Non-metro
North Dakota,Richland County,2022-03-11,1.45,low,58.7,50.8,Non-metro
Kansas,Cowley County,2022-03-11,0.58,substantial,55.1,47.8,Non-metro
Kansas,McPherson County,2022-03-11,5.86,substantial,61.2,55.2,Non-metro
Missouri,Osage County,2022-03-11,4.26,substantial,43.6,39.5,Metro
Nebraska,Platte County,2022-03-11,5.13,moderate,0,46.5,Non-metro
Minnesota,Le Sueur County,2022-03-11,3.25,high,51.8,48.8,Metro
Missouri,Macon County,2022-03-11,9.17,substantial,44.4,39.8,Non-metro
Kansas,Harvey County,2022-03-11,7.45,high,52.7,46.2,Metro
Missouri,Barton County,2022-03-11,5.95,substantial,38,32.9,Non-metro
South Dakota,Harding County,2022-03-11,3.6294571536429,low,21,18.8,Non-metro
Illinois,Woodford County,2022-03-11,2.05,moderate,57.6,54.4,Metro
Missouri,McDonald County,2022-03-11,1.97,high,42.2,32.7,Metro
Wisconsin,Pepin County,2022-03-11,6.56,substantial,52.7,49.3,Non-metro
Kansas,Haskell County,2022-03-11,0,low,44,38.8,Non-metro
Illinois,McDonough County,2022-03-11,0.95,substantial,53.7,47.3,Non-metro
Kansas,Jefferson County,2022-03-11,0.47,moderate,61.2,54,Metro
Illinois,Coles County,2022-03-11,2.27,substantial,50,45.8,Non-metro
Kansas,Brown County,2022-03-11,2.53,moderate,67.6,60.4,Non-metro
Kansas,Barber County,2022-03-11,14.29,high,52.3,46.6,Non-metro
Minnesota,Carlton County,2022-03-11,1.86,substantial,68.6,64.1,Metro
Wisconsin,Trempealeau County,2022-03-11,1.45,substantial,70,65.6,Non-metro
Michigan,Marquette County,2022-03-11,4.58,substantial,66.6,63.6,Non-metro
Michigan,Grand Traverse County,2022-03-11,6.41,substantial,69.9,67.1,Non-metro
Illinois,McLean County,2022-03-11,0.63,substantial,68.9,63.1,Metro
Missouri,Randolph County,2022-03-11,5.02,moderate,44.3,37.7,Non-metro
Missouri,Cole County,2022-03-11,4.81,substantial,60,52.2,Metro
Minnesota,Sibley County,2022-03-11,2.54,high,51.9,48.8,Metro
Kansas,Sherman County,2022-03-11,0,moderate,48.2,43.9,Non-metro
Wisconsin,Menominee County,2022-03-11,4.08,high,83.3,79.3,Non-metro
Illinois,Ford County,2022-03-11,0.53,low,61.4,57.4,Metro
Ohio,Wyandot County,2022-03-11,0.7,low,48.9,47.2,Non-metro
Illinois,Clinton County,2022-03-11,1.6,substantial,65.4,59.2,Metro
Ohio,Licking County,2022-03-11,2.41,moderate,57,54.3,Metro
Indiana,Knox County,2022-03-11,6.06,substantial,53.7,49,Non-metro
Indiana,Jay County,2022-03-11,1.79,moderate,42.6,38.3,Non-metro
Ohio,Huron County,2022-03-11,4.76,substantial,49.9,47.4,Non-metro
North Dakota,Foster County,2022-03-11,3.7,high,59.7,54.2,Non-metro
Illinois,Randolph County,2022-03-11,3.04,moderate,57.2,52.3,Non-metro
Kansas,Greeley County,2022-03-11,3.6294571536429,low,54.5,51.1,Non-metro
South Dakota,Beadle County,2022-03-11,7.14,substantial,63,48.6,Non-metro
Minnesota,Cook County,2022-03-11,2.5,high,85.6,80,Non-metro
Minnesota,Stevens County,2022-03-11,1.95,high,60.9,57.5,Non-metro
Minnesota,Anoka County,2022-03-11,2.39,substantial,62.6,58.9,Metro
Minnesota,Lyon County,2022-03-11,2.53,moderate,59.7,56.2,Non-metro
Minnesota,Pine County,2022-03-11,1.37,high,52.7,48.6,Non-metro
Minnesota,Houston County,2022-03-11,3.48,high,69.1,58.8,Metro
North Dakota,Wells County,2022-03-11,3.6294571536429,low,48.6,43.3,Non-metro
Illinois,St. Clair County,2022-03-11,1.8,moderate,71.3,62.6,Metro
Illinois,Kankakee County,2022-03-11,1.21,moderate,56.5,51.8,Metro
South Dakota,Jerauld County,2022-03-11,3.6294571536429,substantial,59.3,51.5,Non-metro
Kansas,Harper County,2022-03-11,0,low,52.6,48.1,Non-metro
Michigan,Delta County,2022-03-11,4.69,moderate,64.3,61.2,Non-metro
Minnesota,Wilkin County,2022-03-11,3.64,high,64.3,53.7,Non-metro
Nebraska,Kimball County,2022-03-11,3.6294571536429,high,0,34.8,Non-metro
Minnesota,St. Louis County,2022-03-11,3.1,high,72.1,66.1,Metro
Kansas,Wabaunsee County,2022-03-11,8.7,substantial,51.3,47.3,Metro
Kansas,Butler County,2022-03-11,1.1,high,55.9,48.2,Metro
Michigan,Leelanau County,2022-03-11,3.48,moderate,87.7,81.6,Non-metro
North Dakota,Stutsman County,2022-03-11,2.06,substantial,61.6,52.8,Non-metro
Wisconsin,Eau Claire County,2022-03-11,2.88,substantial,64.5,61.5,Metro
Kansas,Cherokee County,2022-03-11,5.32,moderate,53.9,45.3,Non-metro
Missouri,Shelby County,2022-03-11,2.86,high,51.3,46.6,Non-metro
Ohio,Columbiana County,2022-03-11,2.47,moderate,52.5,48.8,Non-metro
Illinois,Schuyler County,2022-03-11,2.61,substantial,58.5,55.5,Non-metro
Illinois,Monroe County,2022-03-11,1.54,low,68.6,62,Metro
Wisconsin,Langlade County,2022-03-11,3.24,moderate,56.5,53.5,Non-metro
Michigan,Otsego County,2022-03-11,7.24,substantial,57.3,55.2,Non-metro
North Dakota,Barnes County,2022-03-11,0,moderate,65.2,56.8,Non-metro
Minnesota,Hennepin County,2022-03-11,3.38,substantial,79.9,73.5,Metro
Missouri,Reynolds County,2022-03-11,4,substantial,31.2,26.8,Non-metro
Illinois,DuPage County,2022-03-11,1.83,substantial,83.6,76.6,Metro
Illinois,Logan County,2022-03-11,1.48,high,57.9,53.9,Non-metro
Kansas,Thomas County,2022-03-11,0,moderate,46.1,41.1,Non-metro
Missouri,Camden County,2022-03-11,3.64,moderate,51.9,45.1,Non-metro
Kansas,Mitchell County,2022-03-11,1.92,moderate,55.8,53.2,Non-metro
Missouri,Holt County,2022-03-11,7.14,high,47.6,41.4,Non-metro
Illinois,Iroquois County,2022-03-11,1.43,moderate,54.6,50.8,Non-metro
North Dakota,Bowman County,2022-03-11,0,low,46.3,38.3,Non-metro
Illinois,Menard County,2022-03-11,1.37,substantial,61.4,57,Metro
Kansas,Finney County,2022-03-11,2.5,substantial,61.7,46.2,Non-metro
Indiana,Ripley County,2022-03-11,4.44,substantial,52.7,47.8,Non-metro
Ohio,Marion County,2022-03-11,2.28,moderate,50.8,47.7,Non-metro
Nebraska,Cheyenne County,2022-03-11,41.67,high,44.9,42.7,Non-metro
Illinois,Warren County,2022-03-11,1.81,low,53.6,49.4,Non-metro
Nebraska,Nance County,2022-03-11,3.6294571536429,low,0,28.6,Non-metro
Illinois,McHenry County,2022-03-11,2.14,substantial,73.1,66.5,Metro
Wisconsin,La Crosse County,2022-03-11,6.53,high,73.5,68.4,Metro
Illinois,Champaign County,2022-03-11,0.84,substantial,71.9,64.6,Metro
Missouri,Newton County,2022-03-11,2.18,moderate,29.9,25.6,Metro
Kansas,Jewell County,2022-03-11,0,low,50,46.3,Non-metro
Wisconsin,Buffalo County,2022-03-11,1.42,high,54.3,50,Non-metro
Minnesota,Norman County,2022-03-11,10,high,65.9,59.8,Non-metro
Minnesota,Douglas County,2022-03-11,4.85,substantial,60.8,57,Non-metro
Kansas,Osage County,2022-03-11,0.87,low,56.5,50.8,Metro
Minnesota,Sherburne County,2022-03-11,1.61,substantial,49.2,45.8,Metro
Missouri,Chariton County,2022-03-11,5.71,substantial,42.7,37.5,Non-metro
Kansas,Kingman County,2022-03-11,0,substantial,52,46.7,Metro
Indiana,Switzerland County,2022-03-11,17.14,high,33.9,30.7,Non-metro
Missouri,Dent County,2022-03-11,2.24,substantial,40.4,33.8,Non-metro
Michigan,Allegan County,2022-03-11,3.96,substantial,52.6,51.8,Non-metro
Nebraska,Cuming County,2022-03-11,3.6294571536429,low,0,52.8,Non-metro
Minnesota,Red Lake County,2022-03-11,0,moderate,60.9,56.1,Non-metro
South Dakota,Hutchinson County,2022-03-11,0,moderate,60.4,53.4,Non-metro
Michigan,Ontonagon County,2022-03-11,2,moderate,73.8,68.6,Non-metro
Minnesota,Chisago County,2022-03-11,1.56,substantial,61.4,57,Metro
Kansas,Smith County,2022-03-11,3.6294571536429,high,48,44.5,Non-metro
Wisconsin,Polk County,2022-03-11,3.07,substantial,55.9,50.5,Non-metro
Wisconsin,Waupaca County,2022-03-11,1.65,moderate,56.9,54.1,Non-metro
Nebraska,Cedar County,2022-03-11,3.6294571536429,high,0,40.6,Non-metro
Nebraska,Dawson County,2022-03-11,7.14,moderate,0,48.3,Non-metro
Indiana,Noble County,2022-03-11,5.08,moderate,42.4,38.3,Non-metro
Michigan,Mecosta County,2022-03-11,3.05,moderate,41.9,41.6,Non-metro
Wisconsin,Vilas County,2022-03-11,1.54,moderate,72.2,65.3,Non-metro
Illinois,Perry County,2022-03-11,1.43,high,55.7,50.3,Non-metro
Michigan,Midland County,2022-03-11,3.6,moderate,60.7,58.7,Metro
Ohio,Van Wert County,2022-03-11,3.12,moderate,46.9,43.1,Non-metro
Wisconsin,Outagamie County,2022-03-11,3.05,moderate,68.7,63.8,Metro
Illinois,Kane County,2022-03-11,1.94,substantial,73.5,66.4,Metro
Indiana,Pulaski County,2022-03-11,8.24,substantial,49.5,45.1,Non-metro
South Dakota,Corson County,2022-03-11,6.9,moderate,66.9,50.8,Non-metro
Michigan,Isabella County,2022-03-11,3.39,moderate,46.1,44.4,Non-metro
Minnesota,Renville County,2022-03-11,3.85,high,57.7,54.5,Non-metro
Ohio,Darke County,2022-03-11,1.52,moderate,41.8,39.1,Non-metro
Minnesota,Kandiyohi County,2022-03-11,1.53,high,57.9,53.7,Non-metro
Michigan,Ionia County,2022-03-11,6.4,substantial,47.2,47,Non-metro
Nebraska,Dodge County,2022-03-11,5.33,moderate,0,53.5,Non-metro
Nebraska,Gosper County,2022-03-11,3.6294571536429,high,0,39.6,Non-metro
Nebraska,Burt County,2022-03-11,0,low,0,58.3,Non-metro
Nebraska,Colfax County,2022-03-11,11.76,high,50,47.1,Non-metro
Nebraska,Cass County,2022-03-11,3.92,low,66.5,61.1,Metro
Minnesota,Yellow Medicine County,2022-03-11,3.26,high,59.8,56.3,Non-metro
Michigan,Lake County,2022-03-11,1.33,substantial,64.7,62.2,Non-metro
Missouri,Lewis County,2022-03-11,0.58,high,42,33.7,Non-metro
Nebraska,Otoe County,2022-03-11,13.51,high,56.8,55.7,Non-metro
Missouri,Madison County,2022-03-11,0.97,substantial,45.5,39.2,Non-metro
Ohio,Allen County,2022-03-11,4.21,moderate,46.3,43.2,Metro
Illinois,Jackson County,2022-03-11,2.33,moderate,57.8,51.9,Metro
Ohio,Putnam County,2022-03-11,4.65,moderate,50.1,48.3,Non-metro
Wisconsin,Oneida County,2022-03-11,2.01,moderate,69.6,64.8,Non-metro
Illinois,Franklin County,2022-03-11,2.45,moderate,49.1,44.5,Non-metro
Ohio,Wayne County,2022-03-11,2.27,moderate,47.7,45.3,Non-metro
Michigan,Clare County,2022-03-11,4.49,substantial,47.4,46.1,Non-metro
Ohio,Henry County,2022-03-11,1.5,moderate,55.3,53.7,Non-metro
Kansas,Montgomery County,2022-03-11,2.18,moderate,52.5,45.4,Non-metro
Minnesota,Pennington County,2022-03-11,1.9,high,53.9,53.3,Non-metro
Nebraska,Washington County,2022-03-11,8.89,substantial,58.4,55.8,Metro
Minnesota,Washington County,2022-03-11,3.38,high,75.2,70,Metro
Nebraska,Kearney County,2022-03-11,3.6294571536429,high,46.9,46.7,Non-metro
Indiana,Allen County,2022-03-11,5.66,moderate,57.7,51.9,Metro
Minnesota,Grant County,2022-03-11,4.76,high,57.7,54.7,Non-metro
Illinois,Kendall County,2022-03-11,3.21,substantial,74.6,68.1,Metro
North Dakota,Grant County,2022-03-11,2.78,moderate,27.3,23,Non-metro
Kansas,Grant County,2022-03-11,5.41,moderate,52.3,47.1,Non-metro
Ohio,Tuscarawas County,2022-03-11,5.12,substantial,46.6,44.1,Non-metro
Ohio,Auglaize County,2022-03-11,5.58,moderate,40.9,39.2,Non-metro
Indiana,LaGrange County,2022-03-11,1.52,moderate,24.7,22.4,Non-metro
Minnesota,Ramsey County,2022-03-11,3.04,high,77.1,71,Metro
Wisconsin,Burnett County,2022-03-11,2.15,substantial,64.4,56.6,Non-metro
Minnesota,Dakota County,2022-03-11,3.59,high,74.2,69.1,Metro
Ohio,Hardin County,2022-03-11,4.67,moderate,40.8,38.2,Non-metro
Nebraska,Saunders County,2022-03-11,13.16,high,53.3,52,Metro
Minnesota,Marshall County,2022-03-11,6.09,high,54.3,49.7,Non-metro
Ohio,Carroll County,2022-03-11,2.63,moderate,45.9,43.7,Metro
Michigan,Montcalm County,2022-03-11,3.69,moderate,42.1,42.2,Metro
Illinois,Pike County,2022-03-11,2.05,substantial,44.3,40.8,Non-metro
Wisconsin,Portage County,2022-03-11,3.35,substantial,68.4,61.8,Non-metro
Kansas,Labette County,2022-03-11,4.92,substantial,54.9,49,Non-metro
Nebraska,Johnson County,2022-03-11,3.6294571536429,low,0,54.2,Non-metro
Missouri,Pike County,2022-03-11,10.34,high,42.2,37.1,Non-metro
Nebraska,Buffalo County,2022-03-11,8.65,substantial,0,41.4,Non-metro
Indiana,DeKalb County,2022-03-11,7.92,moderate,46.1,42.1,Non-metro
Indiana,Steuben County,2022-03-11,7.29,moderate,51.7,47.1,Non-metro
Indiana,Marshall County,2022-03-11,2.32,moderate,49.3,44.3,Non-metro
Illinois,DeKalb County,2022-03-11,1.72,substantial,61.3,56.2,Metro
Kansas,Stanton County,2022-03-11,3.6294571536429,low,55.5,50.6,Non-metro
Ohio,Mercer County,2022-03-11,4.57,moderate,40.2,38,Non-metro
Indiana,Fulton County,2022-03-11,4.76,substantial,44,39.7,Non-metro
Nebraska,Sherman County,2022-03-11,3.6294571536429,high,0,39.3,Non-metro
Ohio,Athens County,2022-03-11,3.96,substantial,54.7,51,Non-metro
Illinois,Williamson County,2022-03-11,1.85,substantial,60.5,54.9,Metro
Kansas,Stevens County,2022-03-11,0,substantial,44.3,38.1,Non-metro
Missouri,Marion County,2022-03-11,2.94,substantial,46.8,41.5,Non-metro
South Dakota,Potter County,2022-03-11,8,high,68.7,60.6,Non-metro
South Dakota,Lawrence County,2022-03-11,3.98,moderate,70.9,56.6,Non-metro
Minnesota,Lac qui Parle County,2022-03-11,1.39,high,61,58.4,Non-metro
Michigan,Wexford County,2022-03-11,5.76,moderate,51.7,51.1,Non-metro
Nebraska,Douglas County,2022-03-11,6.03,moderate,71.5,65.6,Metro
Wisconsin,Iron County,2022-03-11,1.45,substantial,73.5,65.9,Non-metro
Minnesota,Redwood County,2022-03-11,0.44,substantial,56.6,53.9,Non-metro
Michigan,Gogebic County,2022-03-11,1.14,moderate,67.8,62.8,Non-metro
South Dakota,Bon Homme County,2022-03-11,0,low,66.3,57.2,Non-metro
Ohio,Fairfield County,2022-03-11,3.33,moderate,60.6,57.1,Metro
Ohio,Hocking County,2022-03-11,10.13,high,50.1,47.8,Metro
Minnesota,Chippewa County,2022-03-11,3.83,high,56.7,52.8,Non-metro
Wisconsin,Jackson County,2022-03-11,2.91,moderate,53.3,49.7,Non-metro
Kansas,Woodson County,2022-03-11,0,low,47.2,41.8,Non-metro
Illinois,Adams County,2022-03-11,2.61,substantial,56.6,51.9,Non-metro
Ohio,Vinton County,2022-03-11,10.42,high,41.4,39.5,Non-metro
Michigan,Gratiot County,2022-03-11,3.78,high,46.4,45.9,Non-metro
Ohio,Williams County,2022-03-11,2.06,moderate,48.1,44.5,Non-metro
Nebraska,Sarpy County,2022-03-11,5.43,moderate,71,65.1,Metro
Nebraska,Franklin County,2022-03-11,3.6294571536429,low,0,38.4,Non-metro
Wisconsin,Barron County,2022-03-11,1.67,substantial,56.9,53.1,Non-metro
Minnesota,Otter Tail County,2022-03-11,3.29,high,55,50.4,Non-metro
Michigan,Missaukee County,2022-03-11,4.29,low,48.8,48.2,Non-metro
Kansas,Chautauqua County,2022-03-11,2.86,moderate,47.6,41.1,Non-metro
