state,county,Date,positive_pct,transmission_level,dose_1_pct,fully_pct,metro
Minnesota,Norman County,2022-03-30,0,moderate,66.1,60.1,Non-metro
Indiana,St. Joseph County,2022-03-30,1.55,moderate,65.2,58.1,Metro
North Dakota,Sheridan County,2022-03-30,3.62945715364288,low,40.1,36.2,Non-metro
Kansas,Osage County,2022-03-30,1.71,moderate,56.7,50.9,Metro
Minnesota,Faribault County,2022-03-30,10.56,high,60,57.3,Non-metro
Missouri,Shannon County,2022-03-30,0,moderate,33.2,30.5,Non-metro
Minnesota,Sherburne County,2022-03-30,1.89,moderate,49.4,45.9,Metro
Indiana,Switzerland County,2022-03-30,0,moderate,33.9,30.9,Non-metro
Wisconsin,Sawyer County,2022-03-30,3.57,moderate,69.5,59.7,Non-metro
Michigan,Allegan County,2022-03-30,1.69,moderate,52.6,52,Non-metro
Nebraska,Cuming County,2022-03-30,3.62945715364288,low,54.4918086045924,53,Non-metro
Missouri,Howard County,2022-03-30,0,moderate,49.6,43.1,Non-metro
Missouri,Jasper County,2022-03-30,2.83,moderate,54.9,47.2,Metro
Missouri,Crawford County,2022-03-30,2.92,substantial,38.2,33.4,Non-metro
Minnesota,Lincoln County,2022-03-30,0,low,55.7,53,Non-metro
Michigan,Kalkaska County,2022-03-30,4.71,moderate,48.4,46.6,Non-metro
Kansas,Hamilton County,2022-03-30,3.62945715364288,low,47.7,41.3,Non-metro
Indiana,Hendricks County,2022-03-30,1.34,low,79.2,71.6,Metro
Michigan,Midland County,2022-03-30,3.6,moderate,60.8,58.9,Metro
Kansas,Cloud County,2022-03-30,0,low,53.7,47.7,Non-metro
Kansas,Lyon County,2022-03-30,1.97,low,64,57.2,Non-metro
Ohio,Washington County,2022-03-30,1.74,moderate,60.7,55.2,Non-metro
Missouri,Callaway County,2022-03-30,1.89,moderate,54,47.1,Metro
Michigan,Isabella County,2022-03-30,1.09,moderate,46.2,44.5,Non-metro
Illinois,Washington County,2022-03-30,0,moderate,62.2,58.6,Non-metro
Nebraska,Dodge County,2022-03-30,5.71,moderate,54.4918086045924,53.8,Non-metro
Michigan,Benzie County,2022-03-30,1.44,moderate,66.2,62.7,Non-metro
Kansas,Wilson County,2022-03-30,3.45,moderate,48.3,43.7,Non-metro
Nebraska,Burt County,2022-03-30,0,low,54.4918086045924,58.5,Non-metro
Nebraska,Colfax County,2022-03-30,5.88,moderate,50.2,47.4,Non-metro
Illinois,Clark County,2022-03-30,0,moderate,57,49.2,Non-metro
Nebraska,Cass County,2022-03-30,6.98,moderate,66.7,61.3,Metro
Nebraska,Thayer County,2022-03-30,3.62945715364288,low,54.4918086045924,47.8,Non-metro
Minnesota,Stearns County,2022-03-30,1.75,moderate,62.7,58.7,Metro
Missouri,Morgan County,2022-03-30,0,moderate,42.1,36.6,Non-metro
Indiana,Greene County,2022-03-30,1,moderate,45.6,41.2,Non-metro
Michigan,Clare County,2022-03-30,4.48,moderate,47.4,46.2,Non-metro
Michigan,Manistee County,2022-03-30,5.1,moderate,61,59.7,Non-metro
Kansas,Scott County,2022-03-30,5.56,moderate,52.6,47.8,Non-metro
Missouri,Maries County,2022-03-30,0,moderate,49.3,43.7,Non-metro
Kansas,Republic County,2022-03-30,7.14,moderate,54.5,50.6,Non-metro
Indiana,Clay County,2022-03-30,0.42,low,62.3,55.9,Metro
Nebraska,Washington County,2022-03-30,1.82,low,58.7,56,Metro
Missouri,Miller County,2022-03-30,0,moderate,37.9,33.3,Non-metro
North Dakota,LaMoure County,2022-03-30,0,moderate,54.4,48.1,Non-metro
Michigan,Antrim County,2022-03-30,3.16,moderate,61.2,57.9,Non-metro
Indiana,Putnam County,2022-03-30,3.95,moderate,46.6,42.4,Metro
Nebraska,Furnas County,2022-03-30,3.62945715364288,NA,54.4918086045924,44.3,Non-metro
Missouri,Benton County,2022-03-30,9.6,substantial,54.7,47.5,Non-metro
Indiana,Brown County,2022-03-30,1.53,moderate,57,50.6,Metro
Indiana,Tippecanoe County,2022-03-30,5.26,moderate,63.9,57.2,Metro
Wisconsin,Burnett County,2022-03-30,1.84,substantial,64.5,56.7,Non-metro
Nebraska,Saunders County,2022-03-30,16.67,high,53.5,52.3,Metro
Missouri,Boone County,2022-03-30,4.99,moderate,72,61.4,Metro
Indiana,Marion County,2022-03-30,2.34,moderate,63.4,55.6,Metro
Minnesota,Wadena County,2022-03-30,0,moderate,53.1,49.7,Non-metro
Missouri,Pettis County,2022-03-30,1.59,high,49.1,42.5,Non-metro
Indiana,Shelby County,2022-03-30,4.44,moderate,64,57.6,Metro
Kansas,Lane County,2022-03-30,3.62945715364288,low,46.5,42.9,Non-metro
Wisconsin,Manitowoc County,2022-03-30,1.55,moderate,64.7,60.4,Non-metro
Missouri,Moniteau County,2022-03-30,0,moderate,40,35.7,Metro
Kansas,Kearny County,2022-03-30,3.45,low,61.8,53.4,Non-metro
Minnesota,Benton County,2022-03-30,2.69,moderate,46.7,43.4,Metro
Illinois,Stark County,2022-03-30,0,moderate,56.8,53.2,Metro
Illinois,Vermilion County,2022-03-30,0.65,moderate,50.3,45.6,Metro
Missouri,Gasconade County,2022-03-30,5.71,moderate,55.8,50.6,Non-metro
Indiana,Owen County,2022-03-30,1.74,substantial,46.2,42.4,Metro
Ohio,Athens County,2022-03-30,1.79,substantial,54.9,51.2,Non-metro
Indiana,Carroll County,2022-03-30,1.12,low,40.1,35.4,Metro
Indiana,Rush County,2022-03-30,1.28,low,50.7,46.8,Non-metro
Nebraska,Boone County,2022-03-30,3.62945715364288,low,54.4918086045924,48.9,Non-metro
Kansas,Wallace County,2022-03-30,3.62945715364288,low,39,37.4,Non-metro
Indiana,Johnson County,2022-03-30,2.6,low,66.1,58.2,Metro
Indiana,Morgan County,2022-03-30,2.28,moderate,59.2,53.8,Metro
Missouri,Saline County,2022-03-30,1.23,moderate,52.7,46.5,Non-metro
Minnesota,Aitkin County,2022-03-30,2.2,moderate,63,58.6,Non-metro
Missouri,Cooper County,2022-03-30,2.44,moderate,50.4,44.2,Non-metro
Kansas,Greenwood County,2022-03-30,4.55,low,53.9,49.3,Non-metro
Nebraska,Douglas County,2022-03-30,3.71,low,72.1,66.3,Metro
Minnesota,Roseau County,2022-03-30,0.95,low,55.4,51.3,Non-metro
Indiana,Starke County,2022-03-30,1.1,moderate,41,37,Non-metro
Missouri,Osage County,2022-03-30,6.38,moderate,43.7,39.6,Metro
North Dakota,Dickey County,2022-03-30,0,low,57.7,52.5,Non-metro
Nebraska,Platte County,2022-03-30,3.85,low,54.4918086045924,46.8,Non-metro
Minnesota,Crow Wing County,2022-03-30,2.23,moderate,60.2,56.3,Non-metro
Illinois,Rock Island County,2022-03-30,0.83,moderate,70.7,57.8,Metro
Missouri,Macon County,2022-03-30,0,moderate,44.6,40,Non-metro
Missouri,Barton County,2022-03-30,0,substantial,38.1,33,Non-metro
Wisconsin,Sheboygan County,2022-03-30,1.94,moderate,66.5,62.2,Metro
Illinois,Mercer County,2022-03-30,4.49,substantial,67.7,60.1,Metro
Ohio,Fairfield County,2022-03-30,3.82,moderate,60.7,57.3,Metro
Missouri,McDonald County,2022-03-30,5.66,high,42.5,32.8,Metro
Nebraska,Fillmore County,2022-03-30,0,low,54.4918086045924,52.1,Non-metro
Kansas,Haskell County,2022-03-30,3.62945715364288,low,44.2,39.1,Non-metro
Missouri,Cedar County,2022-03-30,0,moderate,35.9,31.9,Non-metro
Indiana,Parke County,2022-03-30,0,low,43.5,39.5,Non-metro
Kansas,Clay County,2022-03-30,3.33,low,66.9,60.2,Non-metro
Kansas,Barber County,2022-03-30,0,low,52.5,46.8,Non-metro
Ohio,Hocking County,2022-03-30,5.76,substantial,50.2,48,Metro
Indiana,LaPorte County,2022-03-30,2.29,moderate,62.1,55.8,Metro
Michigan,Grand Traverse County,2022-03-30,3.57,moderate,70,67.1,Non-metro
Missouri,Randolph County,2022-03-30,1.52,moderate,44.5,37.9,Non-metro
Missouri,Cole County,2022-03-30,3.61,moderate,60.1,52.4,Metro
Kansas,Sherman County,2022-03-30,0,low,48.4,44.1,Non-metro
Ohio,Vinton County,2022-03-30,1.67,moderate,41.5,39.7,Non-metro
Indiana,Boone County,2022-03-30,5.25,moderate,77.1,70.4,Metro
Nebraska,Sarpy County,2022-03-30,4.2,low,71.5,65.7,Metro
Kansas,Chase County,2022-03-30,3.62945715364288,low,50.9,46.1,Non-metro
Indiana,Sullivan County,2022-03-30,0,moderate,54.1,49.3,Metro
Minnesota,Morrison County,2022-03-30,1.63,moderate,53.6,49,Non-metro
Indiana,Clinton County,2022-03-30,0.9,low,53.3,48,Non-metro
Minnesota,Todd County,2022-03-30,3.02,moderate,45.1,42.8,Non-metro
Missouri,Linn County,2022-03-30,3.33,moderate,53.7,45.9,Non-metro
Indiana,Fountain County,2022-03-30,0,high,51.8,46.6,Non-metro
Wisconsin,Calumet County,2022-03-30,1.85,moderate,59.3,56.1,Metro
Minnesota,Lyon County,2022-03-30,3.18,moderate,59.9,56.4,Non-metro
Indiana,Warren County,2022-03-30,2.94,high,50.4,45.5,Non-metro
Illinois,Marion County,2022-03-30,1.79,low,49.2,45.6,Non-metro
Michigan,Leelanau County,2022-03-30,2.65,moderate,87.7,81.7,Non-metro
Kansas,Cherokee County,2022-03-30,1.05,low,54.1,45.5,Non-metro
Missouri,Shelby County,2022-03-30,0,high,51.5,46.7,Non-metro
Michigan,Gladwin County,2022-03-30,5.93,moderate,49.5,47.7,Non-metro
Minnesota,Hubbard County,2022-03-30,3.26,moderate,51,47.1,Non-metro
Nebraska,Phelps County,2022-03-30,3.62945715364288,low,54.4918086045924,39.9,Non-metro
Indiana,Vigo County,2022-03-30,1.92,moderate,54.7,49.4,Metro
South Dakota,Brookings County,2022-03-30,0.67,low,61.2,51.6,Non-metro
Illinois,Henry County,2022-03-30,1.44,moderate,65.4,58.8,Metro
Indiana,White County,2022-03-30,9.09,substantial,59.4,54.4,Non-metro
Kansas,Thomas County,2022-03-30,0,low,46.3,41.3,Non-metro
Indiana,Benton County,2022-03-30,3.64,moderate,44.8,41.7,Metro
Wisconsin,Washburn County,2022-03-30,6.29,substantial,67.7,62.8,Non-metro
Kansas,Coffey County,2022-03-30,0,moderate,59.1,53.2,Non-metro
Kansas,Finney County,2022-03-30,1.92,low,62,46.5,Non-metro
Michigan,Ottawa County,2022-03-30,4.86,moderate,58.2,57.4,Metro
Indiana,Monroe County,2022-03-30,2.44,moderate,64.8,58.5,Metro
Missouri,Vernon County,2022-03-30,0,moderate,40,34.9,Non-metro
Minnesota,Cass County,2022-03-30,2.36,moderate,63,56.7,Non-metro
Nebraska,Nance County,2022-03-30,3.62945715364288,low,54.4918086045924,28.8,Non-metro
Missouri,Newton County,2022-03-30,2.83,moderate,30,25.7,Metro
Indiana,Vermillion County,2022-03-30,0,substantial,52.2,46.6,Metro
Illinois,Edgar County,2022-03-30,0,high,54.1,48.4,Non-metro
Nebraska,Harlan County,2022-03-30,3.62945715364288,NA,40.6,40.1,Non-metro
Minnesota,Meeker County,2022-03-30,0.98,moderate,50.7,47.9,Non-metro
Missouri,Chariton County,2022-03-30,2.86,moderate,42.7,37.7,Non-metro
Minnesota,Lake of the Woods County,2022-03-30,0,low,58.7,55.1,Non-metro
South Dakota,Kingsbury County,2022-03-30,0,moderate,84.3,66.9,Non-metro
Ohio,Knox County,2022-03-30,1.86,moderate,45.5,42.9,Non-metro
Nebraska,Gage County,2022-03-30,9.52,substantial,54.4918086045924,44.8,Non-metro
Minnesota,Red Lake County,2022-03-30,5.88,moderate,60.9,56.2,Non-metro
Michigan,Charlevoix County,2022-03-30,4,moderate,66.4,63.9,Non-metro
Minnesota,Chisago County,2022-03-30,1.62,moderate,61.5,57.2,Metro
South Dakota,Custer County,2022-03-30,0,moderate,60.5,50.4,Metro
Minnesota,Traverse County,2022-03-30,0,low,68.2,63.3,Non-metro
Indiana,Union County,2022-03-30,0,low,55.3,49.4,Metro
Wisconsin,Polk County,2022-03-30,5.12,moderate,56,50.6,Non-metro
Ohio,Delaware County,2022-03-30,2.73,moderate,78.2,74.9,Metro
Nebraska,Madison County,2022-03-30,3.23,low,54.4918086045924,45.6,Non-metro
Nebraska,Wayne County,2022-03-30,0,low,54.4918086045924,41.4,Non-metro
Ohio,Muskingum County,2022-03-30,2.2,moderate,50.4,48.3,Non-metro
Illinois,Madison County,2022-03-30,1.19,moderate,69.2,61.9,Metro
Michigan,Mecosta County,2022-03-30,3.82,moderate,41.9,41.8,Non-metro
Ohio,Hancock County,2022-03-30,2.35,moderate,54,50.5,Non-metro
Minnesota,Big Stone County,2022-03-30,1.47,low,67,62.9,Non-metro
North Dakota,Stark County,2022-03-30,1.35,moderate,43.3,36.1,Non-metro
Illinois,Kane County,2022-03-30,2.55,substantial,73.8,66.9,Metro
Indiana,Miami County,2022-03-30,2.19,moderate,44.2,40,Non-metro
Missouri,Adair County,2022-03-30,3.83,moderate,51.9,44.6,Non-metro
Indiana,Wells County,2022-03-30,2.33,low,45.6,41.5,Metro
Kansas,Marshall County,2022-03-30,0,low,69.9,64.2,Non-metro
Kansas,Dickinson County,2022-03-30,0,moderate,65.4,56,Non-metro
Illinois,Morgan County,2022-03-30,2.31,substantial,59,54.6,Non-metro
Indiana,Huntington County,2022-03-30,2.02,moderate,54.9,50.2,Non-metro
Ohio,Lorain County,2022-03-30,1.49,moderate,66.9,63.4,Metro
Nebraska,Blaine County,2022-03-30,3.62945715364288,NA,54.4918086045924,26.2,Non-metro
Michigan,Lenawee County,2022-03-30,2.88,moderate,55.7,52.7,Non-metro
Ohio,Perry County,2022-03-30,2.8,moderate,42.2,40.7,Metro
Ohio,Madison County,2022-03-30,1.85,low,53.2,50.9,Metro
Michigan,Ionia County,2022-03-30,7.54,substantial,47.3,47.1,Non-metro
Kansas,Wyandotte County,2022-03-30,2.78,moderate,69.6,57.1,Metro
Nebraska,Polk County,2022-03-30,3.62945715364288,low,54.4918086045924,41.5,Non-metro
Illinois,Douglas County,2022-03-30,1.51,low,53.1,48.7,Non-metro
South Dakota,Hand County,2022-03-30,0,low,54.7,48.7,Non-metro
Michigan,Houghton County,2022-03-30,7.41,substantial,53.9,52.1,Non-metro
Missouri,Sullivan County,2022-03-30,0,moderate,49.5,42.6,Non-metro
Missouri,Madison County,2022-03-30,0,high,45.8,39.4,Non-metro
Ohio,Noble County,2022-03-30,1.59,low,45.6,43.4,Non-metro
Kansas,Wichita County,2022-03-30,3.62945715364288,low,54,51.1,Non-metro
Nebraska,Wheeler County,2022-03-30,3.62945715364288,NA,54.4918086045924,31.4,Non-metro
Illinois,Lee County,2022-03-30,0.61,moderate,64.6,59.7,Non-metro
Missouri,Scotland County,2022-03-30,0,low,30.4,26.2,Non-metro
Ohio,Seneca County,2022-03-30,1.49,low,50.7,48.7,Non-metro
South Dakota,Hyde County,2022-03-30,3.62945715364288,low,64.3,53.9,Non-metro
Minnesota,Pennington County,2022-03-30,5.94,moderate,54,53.5,Non-metro
Michigan,St. Joseph County,2022-03-30,1.16,moderate,47.1,45.1,Non-metro
Wisconsin,Juneau County,2022-03-30,2.23,moderate,57.8,53.3,Non-metro
Minnesota,Washington County,2022-03-30,3.66,substantial,75.4,70.2,Metro
South Dakota,Butte County,2022-03-30,5.56,moderate,47.4,39.8,Non-metro
North Dakota,Eddy County,2022-03-30,3.62945715364288,high,54.5,51.3,Non-metro
Illinois,Kendall County,2022-03-30,3.71,substantial,74.8,68.5,Metro
Wisconsin,Shawano County,2022-03-30,1.8,low,56.9,53.4,Non-metro
North Dakota,Golden Valley County,2022-03-30,3.62945715364288,low,37.6,30,Non-metro
Kansas,Linn County,2022-03-30,2.99,low,39.4,35.2,Metro
South Dakota,Fall River County,2022-03-30,2,moderate,71.5,61.8,Non-metro
Minnesota,Ramsey County,2022-03-30,2.93,substantial,77.4,71.4,Metro
Indiana,Wayne County,2022-03-30,0.55,moderate,54.9,49.5,Non-metro
Minnesota,Dakota County,2022-03-30,3.51,moderate,74.4,69.3,Metro
Indiana,Adams County,2022-03-30,3.42,low,36.1,32.9,Non-metro
Nebraska,Pierce County,2022-03-30,3.62945715364288,low,37.2,37.2,Non-metro
Illinois,Jersey County,2022-03-30,0.91,moderate,60,55.8,Metro
Minnesota,Marshall County,2022-03-30,1.7,moderate,54.4,49.7,Non-metro
Indiana,Jennings County,2022-03-30,2.07,low,45,40.3,Non-metro
Michigan,Montcalm County,2022-03-30,4.91,moderate,54.4918086045924,42.3,Metro
Ohio,Sandusky County,2022-03-30,1.59,moderate,54.9,52.5,Non-metro
Indiana,Decatur County,2022-03-30,4.71,moderate,52.4,48,Non-metro
Michigan,Jackson County,2022-03-30,3.1,moderate,52.7,52.3,Metro
Nebraska,Garfield County,2022-03-30,3.62945715364288,low,54.4918086045924,30,Non-metro
Nebraska,Jefferson County,2022-03-30,3.62945715364288,low,56.5,55.2,Non-metro
Illinois,Calhoun County,2022-03-30,0,moderate,56.5,51.9,Metro
Ohio,Guernsey County,2022-03-30,2.11,moderate,47.2,44.3,Non-metro
Kansas,Washington County,2022-03-30,14.29,high,58.4,53.8,Non-metro
Wisconsin,Adams County,2022-03-30,2.22,moderate,61.1,56.5,Non-metro
Illinois,DeKalb County,2022-03-30,1.68,substantial,61.5,56.6,Metro
South Dakota,Roberts County,2022-03-30,0,low,88.8,73.6,Non-metro
Illinois,Winnebago County,2022-03-30,1.77,moderate,63.9,57.9,Metro
Ohio,Fayette County,2022-03-30,2.03,moderate,46.5,43.4,Non-metro
Michigan,Keweenaw County,2022-03-30,5,high,62.2,58,Non-metro
Nebraska,Custer County,2022-03-30,3.62945715364288,low,38.1,37.9,Non-metro
Illinois,Cumberland County,2022-03-30,0.6,low,42.3,39.1,Non-metro
Illinois,Boone County,2022-03-30,0.75,moderate,66.8,61.2,Metro
Michigan,Branch County,2022-03-30,2.65,moderate,47.4,45.1,Non-metro
Ohio,Erie County,2022-03-30,3.57,moderate,62.4,59,Non-metro
Indiana,Jackson County,2022-03-30,0.93,low,58.8,52.9,Non-metro
Michigan,Baraga County,2022-03-30,0,moderate,67.7,60.7,Non-metro
South Dakota,Jackson County,2022-03-30,4,low,58,47.8,Non-metro
Kansas,Leavenworth County,2022-03-30,2.49,moderate,70,58.3,Metro
Kansas,Crawford County,2022-03-30,3.88,moderate,53,46.9,Non-metro
Michigan,Kalamazoo County,2022-03-30,4.65,substantial,62.1,61.2,Metro
Illinois,Hamilton County,2022-03-30,3.33,substantial,42.9,39.2,Non-metro
Michigan,Emmet County,2022-03-30,0.75,low,75,72.2,Non-metro
Minnesota,Goodhue County,2022-03-30,6.01,substantial,70.3,66.4,Non-metro
Wisconsin,Green County,2022-03-30,4.35,substantial,67,63.9,Metro
Kansas,Morris County,2022-03-30,0,low,61.4,55.7,Non-metro
Michigan,Hillsdale County,2022-03-30,5.56,moderate,40.2,38.4,Non-metro
Indiana,Grant County,2022-03-30,6.42,moderate,46.5,41.8,Non-metro
Ohio,Clinton County,2022-03-30,2.01,moderate,52.7,48.8,Non-metro
Illinois,Coles County,2022-03-30,1.94,substantial,50.3,46.1,Non-metro
Nebraska,Lancaster County,2022-03-30,2.54,low,71.2,66.5,Metro
Nebraska,Butler County,2022-03-30,17.86,high,51.5,51.3,Non-metro
Nebraska,Valley County,2022-03-30,3.62945715364288,low,54.4918086045924,33,Non-metro
Michigan,Mackinac County,2022-03-30,9.33,substantial,83,74.7,Non-metro
Wisconsin,Menominee County,2022-03-30,0,low,83.7,79.6,Non-metro
Illinois,Ford County,2022-03-30,0,moderate,61.7,57.8,Metro
Michigan,Gratiot County,2022-03-30,2.41,moderate,46.5,46,Non-metro
Ohio,Licking County,2022-03-30,2.13,moderate,57.1,54.6,Metro
South Dakota,Meade County,2022-03-30,3.4,moderate,65.2,53.7,Metro
Missouri,Knox County,2022-03-30,0,high,43.5,39.4,Non-metro
Indiana,Jay County,2022-03-30,1.89,low,42.8,38.6,Non-metro
Ohio,Huron County,2022-03-30,2.82,moderate,50,47.6,Non-metro
Ohio,Pickaway County,2022-03-30,1.79,moderate,53.8,50.4,Metro
Kansas,Bourbon County,2022-03-30,0,low,40.9,36.6,Non-metro
Kansas,Greeley County,2022-03-30,3.62945715364288,low,54.9,51.3,Non-metro
Michigan,Chippewa County,2022-03-30,2,moderate,74.4,69.5,Non-metro
Nebraska,Antelope County,2022-03-30,3.62945715364288,low,54.4918086045924,37.1,Non-metro
South Dakota,Beadle County,2022-03-30,0,moderate,63.2,48.9,Non-metro
Indiana,Fayette County,2022-03-30,1.74,moderate,43.7,39.8,Non-metro
Ohio,Highland County,2022-03-30,5.16,moderate,40.9,37.8,Non-metro
North Dakota,Ramsey County,2022-03-30,0,low,63.5,56.4,Non-metro
South Dakota,Jerauld County,2022-03-30,3.62945715364288,low,59.5,51.6,Non-metro
Nebraska,Seward County,2022-03-30,4.55,low,50.2,50.1,Metro
Nebraska,Saline County,2022-03-30,9.52,substantial,54.4918086045924,52.5,Non-metro
Wisconsin,Rock County,2022-03-30,5.56,substantial,75.6,68.9,Metro
Michigan,Lapeer County,2022-03-30,3.32,moderate,49.1,47.4,Metro
North Dakota,Benson County,2022-03-30,4.76,moderate,57.4,51.6,Non-metro
North Dakota,McKenzie County,2022-03-30,1.43,moderate,28.3,21.9,Non-metro
North Dakota,Williams County,2022-03-30,0.68,moderate,36.4,29.9,Non-metro
Wisconsin,Langlade County,2022-03-30,0.78,moderate,56.6,53.7,Non-metro
Indiana,Wabash County,2022-03-30,3.85,moderate,45.4,41,Non-metro
Nebraska,Thomas County,2022-03-30,3.62945715364288,NA,54.4918086045924,24.7,Non-metro
Illinois,Ogle County,2022-03-30,1.82,moderate,62.7,57.9,Non-metro
Michigan,Kent County,2022-03-30,4.55,moderate,61.1,61.1,Metro
Ohio,Coshocton County,2022-03-30,2.1,low,40.9,38.7,Non-metro
Missouri,Schuyler County,2022-03-30,0,moderate,29.9,26.1,Non-metro
Wisconsin,St. Croix County,2022-03-30,3.39,substantial,57.4,49.9,Metro
Michigan,Cheboygan County,2022-03-30,4.51,low,58.2,55.9,Non-metro
Illinois,Greene County,2022-03-30,0.91,moderate,46.4,44.1,Non-metro
Wisconsin,Pierce County,2022-03-30,3.65,moderate,49.4,43.9,Metro
North Dakota,Dunn County,2022-03-30,0,substantial,30.1,24.4,Non-metro
Wisconsin,Lafayette County,2022-03-30,5.67,moderate,64.9,60.1,Non-metro
Indiana,Bartholomew County,2022-03-30,2.01,moderate,66.2,59.4,Metro
North Dakota,Billings County,2022-03-30,3.62945715364288,low,25.9,20.9,Non-metro
Illinois,Champaign County,2022-03-30,1.48,high,72.2,65,Metro
Nebraska,Loup County,2022-03-30,3.62945715364288,NA,30,29.8,Non-metro
North Dakota,Divide County,2022-03-30,3.62945715364288,low,46,40.9,Non-metro
Kansas,Geary County,2022-03-30,3.11,moderate,95,89,Non-metro
Illinois,Bond County,2022-03-30,0.42,moderate,59,55,Metro
Ohio,Morgan County,2022-03-30,7.69,moderate,44.9,42.2,Non-metro
Missouri,Putnam County,2022-03-30,0,moderate,39,33.2,Non-metro
Nebraska,Logan County,2022-03-30,3.62945715364288,low,54.4918086045924,21.9,Non-metro
Ohio,Franklin County,2022-03-30,2.97,moderate,68.1,64,Metro
Illinois,Scott County,2022-03-30,0,substantial,44.6,42.3,Non-metro
South Dakota,Pennington County,2022-03-30,2.2,moderate,73.3,57.4,Metro
Illinois,White County,2022-03-30,0.64,substantial,57.6,51.8,Non-metro
Minnesota,Kittson County,2022-03-30,3.45,moderate,65.9,59.2,Non-metro
Michigan,Genesee County,2022-03-30,5.75,moderate,52.5,50.4,Metro
Nebraska,Stanton County,2022-03-30,3.62945715364288,low,54.4918086045924,28.5,Non-metro
Illinois,Jefferson County,2022-03-30,3.82,high,52.4,47,Non-metro
South Dakota,Hutchinson County,2022-03-30,9.09,substantial,60.6,53.6,Non-metro
Wisconsin,Wood County,2022-03-30,4.56,substantial,67.1,61.4,Non-metro
Ohio,Ottawa County,2022-03-30,2.85,low,65.4,61.3,Non-metro
South Dakota,McCook County,2022-03-30,0,low,69.7,57.2,Metro
Nebraska,Cedar County,2022-03-30,3.62945715364288,low,54.4918086045924,40.7,Non-metro
Ohio,Ashland County,2022-03-30,0.27,moderate,45.9,43.1,Non-metro
Minnesota,Rock County,2022-03-30,1.8,moderate,61.5,53.8,Non-metro
Nebraska,Greeley County,2022-03-30,3.62945715364288,low,54.4918086045924,40.5,Non-metro
Nebraska,Richardson County,2022-03-30,0,low,56.2,52,Non-metro
Missouri,Polk County,2022-03-30,1.91,moderate,44.5,38.7,Metro
Nebraska,Dawson County,2022-03-30,26.67,high,54.4918086045924,48.6,Non-metro
Indiana,Noble County,2022-03-30,3.31,moderate,42.5,38.5,Non-metro
Minnesota,Lake County,2022-03-30,1.12,moderate,68.8,66.4,Non-metro
Missouri,Hickory County,2022-03-30,0,moderate,43.6,38,Non-metro
Missouri,Greene County,2022-03-30,5.02,moderate,56.3,49,Metro
Missouri,Iron County,2022-03-30,0,moderate,43.6,38.7,Non-metro
Ohio,Lake County,2022-03-30,2.25,moderate,68.6,65.3,Metro
Michigan,Schoolcraft County,2022-03-30,0,moderate,56.2,55.6,Non-metro
South Dakota,Haakon County,2022-03-30,3.62945715364288,low,48.3,41.8,Non-metro
North Dakota,Slope County,2022-03-30,3.62945715364288,low,14.5,11.1,Non-metro
Ohio,Lucas County,2022-03-30,2.17,moderate,62.1,57.8,Metro
Kansas,Rice County,2022-03-30,0,low,49.3,43.6,Non-metro
Minnesota,Koochiching County,2022-03-30,1.21,moderate,61.5,58.5,Non-metro
Missouri,Washington County,2022-03-30,0.8,high,37.3,31.7,Non-metro
Michigan,Berrien County,2022-03-30,4.21,moderate,60.8,55.7,Metro
Minnesota,Mower County,2022-03-30,4.59,moderate,65.9,62,Non-metro
North Dakota,Adams County,2022-03-30,0,moderate,56.1,48.3,Non-metro
South Dakota,Lake County,2022-03-30,0,low,59.6,49.8,Non-metro
Nebraska,Gosper County,2022-03-30,3.62945715364288,low,54.4918086045924,39.8,Non-metro
Ohio,Lawrence County,2022-03-30,15.07,high,59.1,49.1,Metro
Minnesota,Olmsted County,2022-03-30,8.87,high,81.1,76.6,Metro
Missouri,Texas County,2022-03-30,1,substantial,37.3,32.6,Non-metro
Missouri,Dallas County,2022-03-30,6.38,high,40.3,34.8,Metro
South Dakota,Hughes County,2022-03-30,8.93,substantial,86.8,71,Non-metro
Minnesota,Pipestone County,2022-03-30,0,moderate,58.3,54.3,Non-metro
Michigan,Luce County,2022-03-30,15,high,47.4,44.5,Non-metro
South Dakota,Jones County,2022-03-30,3.62945715364288,low,95,73,Non-metro
Wisconsin,Clark County,2022-03-30,1.02,moderate,39.8,37.5,Non-metro
Missouri,Bates County,2022-03-30,2.19,moderate,44,38.7,Metro
Wisconsin,Kewaunee County,2022-03-30,2.83,low,54.7,52,Metro
South Dakota,Miner County,2022-03-30,3.62945715364288,low,64.4,54.6,Non-metro
Nebraska,Howard County,2022-03-30,3.62945715364288,low,54.4918086045924,42.1,Metro
Minnesota,Blue Earth County,2022-03-30,4.06,substantial,64.2,60.4,Metro
Ohio,Geauga County,2022-03-30,2.35,moderate,64.2,61.1,Metro
Illinois,Gallatin County,2022-03-30,0,substantial,61.5,55,Non-metro
Missouri,Laclede County,2022-03-30,0,moderate,43.2,37.3,Non-metro
Nebraska,Kearney County,2022-03-30,3.62945715364288,low,47,46.9,Non-metro
Wisconsin,Brown County,2022-03-30,2.4,moderate,69.3,64.8,Metro
South Dakota,Codington County,2022-03-30,4.48,moderate,66,54.5,Non-metro
Minnesota,Nicollet County,2022-03-30,4.61,moderate,65.8,62.5,Metro
Kansas,Cheyenne County,2022-03-30,3.62945715364288,low,50.5,45.7,Non-metro
